Agent Name,Latitude,longitude
Sas Electronics And Funriture,24.73949,89.39739
RAIHAN STORE,24.90104,89.35636
Rabiul Stamp Vander,24.84578,89.36555
Shapla Mobile,24.90104,89.35636
M/S Khadiza Electronics And Telecom,25.02918,89.49192
Nirob Telecom,24.85464,89.37251
M/S 3G Enterprise,24.90104,89.35636
M/S Maa Cosmeties,24.64496,89.25445
Mehedi Store,24.79826,89.21656
Yousuf Electronics,24.68252,88.15912
M/S Shobuj Varities Store,24.62992,89.43638
Rishad Traders,24.89569,89.56766
Nova Choshma Bitan,24.8494,89.37297
T M S S Departmental Store/Bishe M C,24.90104,89.35636
M/S Maa Babar Doa Traders,24.62992,89.43638
M R Traders,24.81889,89.03036
Daruchini Doi Ghar,24.85063,89.37478
HELLO SEVEN,24.90104,89.35636
SADIA VARIETY STORE AND TELECOM CENTER,24.90104,89.35636
MEHEDI TULA GHOR AND MOBILE CENTER,24.90104,89.35636
S A Motors,24.8785,89.18172
M/S MAA RABEYA PHARMACY,24.66403,89.49499
Hamid Store,24.90481,89.57493
Liton Store,24.90104,89.35636
M/S BHAI BON TRADERS,24.90104,89.35636
Jane Saba Departmental Store,24.90104,89.35636
Akas Store,24.87132,89.18064
Ittadi Store And Telecom,24.89493,89.45789
Vai Vai Cosmetic,25.11553,87.20218
POLLI PHONE CENTER,24.83282,89.26784
Bismillah Telecom,24.84576,89.35985
M/S Shopna Jewelars,24.64613,89.25517
M/S ANANTOBALA TRADING AGENCY EXCLUSIVE,24.67155,89.41581
M/S RAJU PHONE FAX AND TRADERS,24.83629,89.37468
M/S Molla Cosmetics,24.87938,89.53115
S R PHONE FAX,24.79514,88.98423
Al Mamun Laibrery And Telecom,24.83282,89.26784
Sumaiya Electric,25.02865,89.45682
M/S Ankon Traders,24.62992,89.43638
M/S Alamin Store,24.78887,89.0539
Bhai Bon Studio And Video Center,24.83282,89.26784
Vai Vai Digital Studio And Photostate,24.62992,89.43638
ROBIUL TELECOM,24.90104,89.35636
JORGACHA HAT MOBILE CENTER,24.90104,89.35636
M/S Mehedi Variety Store,24.89536,89.15688
BABU TELECOM AND MUSIC CENTER,27.88667,79.91506
MAA COMPUTER TRAINING CENTER,24.95379,89.4014
M/S Sarker Traders,24.62992,89.43638
MEHERAB COSMETICS,24.89647,89.56767
Shotota Medicine Corner,24.90104,89.35636
M/S Jahurul Mudi Store,24.64496,89.25445
DEFENSE DENTAL CARE AND SETU MEDICAL STORE,24.90104,89.35636
Rubel Store,24.90104,89.35636
M/S Morsheda Mobile Center,24.97387,89.36765
Al Hossen Store,24.90104,89.35636
Shamim Medicine,24.90104,89.35636
M/S Biplob Library And Paper House,24.78887,89.0539
SOHAN MACHINERIES AND TELECOM,24.87843,89.49706
M/S Alom Telecom,24.66403,89.49499
Bismillah Telecom,24.90104,89.35636
Rifa Autos,24.9033,89.35556
M/S Shagor Telecom,24.64613,89.25517
Sohel Rana Telecom,24.87938,89.53115
Fashion Optics,24.90104,89.35636
Maa Variety Store,24.83282,89.26784
RAFI TELECOM,24.89493,89.45789
Imran Store,24.62992,89.43638
Shapla Telecom,24.90104,89.35636
Friends Cloth Store,24.83282,89.26784
Santahar Phone Fax,24.78887,89.0539
AFTAB STORE,24.90104,89.35636
Sadia Store,24.62992,89.43638
FATEMA COSMETICS,24.90104,89.35636
Toha Toya Store,24.90104,89.35636
Maa Multimedia And Mobile Center,24.75915,89.39672
M/S Bikrom Feeds,24.78887,89.0539
Nur Traders,24.84576,89.35985
KABBO COMPUTER,24.89493,89.45789
SELA TRADERS,24.62992,89.43638
Dalim Store,24.90104,89.35636
Dui Bon Traders,24.83213,89.27856
A R Telecom And Stationery,22.57694,88.36334
A S Telecom,24.90481,89.57493
MODINA STORE,24.88776,89.3813
M/S Maa Pharmacy,27.41023,78.20254
M/S Vai Vai Variety Store,24.64496,89.25445
M/S Khokha Store And Telecom,24.78887,89.0539
M/S Malek Traders,24.90104,89.35636
Sotota Store,22.76716,88.26062
Tasmia Crocarise,24.83213,89.27856
M/S Hamidur Store,25.01684,89.36899
M/S Bonna Light House And Computer,24.89536,89.15688
Zia Store,24.95217,89.40227
Ridoy Phone Fex,24.78887,89.0539
Fahmida Enterprise,24.92434,89.44861
Safi Variety Store,24.89536,89.15688
RASEL TELECOM,24.90104,89.35636
Sarker Telecom And Multimedia,27.41023,78.20254
Bhai Bhai Store,24.64496,89.25445
Megh Telecom,24.78887,89.0539
M/S Vai Vai Store,24.78887,89.0539
GOURI ELECTRONICS SERVICE,24.64953,89.25301
M/S MAA TRADERS,24.83282,89.26784
PATNAR MOBILE TECNOLOGY,24.83282,89.26784
M/S Sorder Traders,24.90104,89.35636
Sofi Medical Store,24.88776,89.3813
ELIAS COMPUTER  AND  DIGITAL STUDIO,24.82009,89.36915
M/S VAI VAI PHARMACY,24.89536,89.15688
Hridoy Hardware,24.89536,89.15688
Ajam Telecom,24.84578,89.36555
M/S Suboj Variety Store And Broiler House,24.77493,89.50187
Fardin Computer,24.90104,89.35636
Sotota Electronics,24.83282,89.26784
Gupoma Telecom,24.64496,89.25445
Asad Ahad Store And Telecom,24.83282,89.26784
MEHEJABIN STORE,24.84576,89.35985
M/S TAMANNA ELECTRONICS,24.83282,89.26784
M/S Mannan Traders,25.01663,89.31705
B V COM,24.90104,89.35636
Risha Mobile Center,25.01663,89.31705
MA BABA STUDIO AND TELECOM CENTER,24.89536,89.15688
M/S Fariha Traders,24.64496,89.25445
M/S Roky Traders,24.89536,89.15688
Sathi Tailors And Telecom,24.89647,89.56767
Maa Traders,24.83282,89.26784
SAHIDUL TELECOM,25.02918,89.49192
Sotota Pharmacy,28.23801,80.10875
Juthi Tailors And Telecom,24.89536,89.15688
Digital Stationary,24.90104,89.35636
TIN BHAI VARIETIES STORE,24.64496,89.25445
Sakib Telecom,24.90104,89.35636
Vai Vai Telecom,24.85916,89.40066
Helal Eletronics.,24.90104,89.35636
Hasan Mobile Corner,24.98875,89.33435
Taniya Telecom,25.03653,89.49977
M/S JIHAD TELECOM,24.69846,89.52368
KHURSHIDA TELECOM,24.90104,89.35636
Surjo Telecom And Call Center,24.84576,89.35985
PANNA STORE,24.83282,89.26784
M/S Abrab Traders,24.64953,89.25301
S Corner Plus,24.83864,89.36856
Rifa Kitnashok,24.82487,89.48958
M/S Naim Loundry And Variety Store,24.6685,89.41738
KHOKON TELECOM,25.02284,89.43119
S A International,24.84578,89.36555
M/S Saom Telecom,24.83282,89.26784
Sifat Traders,28.23801,80.10875
PANNA VARIETY STORE,24.89493,89.45789
R H D Studio,24.90104,89.35636
M/S Bhai Bhai Traders,24.83629,89.37468
M/S Dada Dadir Doa Store,24.93424,89.34765
Shilpi Enterprise,24.90104,89.35636
Rasel Traders,24.90104,89.35636
M/S Him Traders,24.64496,89.25445
Shohel Store,24.8494,89.37297
Shathi Hardware,24.85046,89.36655
SADIK PHARMACHY,24.90104,89.35636
Dui Bhai Telecom Center,24.90481,89.57493
Dream Heaven,24.90104,89.35636
MOLLAH WORKSHOP,24.83213,89.27856
Forida Telecom,24.8482,89.37295
Sharup Enterprise,24.90104,89.35636
Sujon Mohan Store,24.83629,89.37468
MOSLEM STORE,24.64496,89.25445
J B Store,24.88169,89.35375
KHAN TELECOM,24.90104,89.35636
B C L Telecom,24.90104,89.35636
Nur Nobi Cng Engineering,24.93384,89.3477
Jahima Store,24.82009,89.36915
Maruf Store And Telecom,24.90104,89.35636
MAWA VARIETY STORE,24.90104,89.35636
M/S Junaid Telecom,24.64953,89.25301
M/S Akhi Telecom,25.01663,89.31705
M/S Sadia Bostro Bitan,24.90104,89.35636
M/S M S Computer,24.64496,89.25445
MASERS AKANDA TRADERS,24.85025,89.38241
Maa Electric Shop,24.84578,89.36555
Bayezid Telecom,24.89493,89.45789
Bismillah Traders,24.84578,89.36555
R K MOBILE,24.90104,89.35636
Vai Bon Store,24.88169,89.35375
Liton Stamp Bhender,24.90104,89.35636
BHAI BHAI TELECOM,24.64496,89.25445
Salim Rana Electronics And Telecom,24.83282,89.26784
Bhai Bhai Stationery,24.78887,89.0539
M/S Nur Traders,24.87938,89.53115
T S SWING MACHINE,24.90104,89.35636
MEDICINE POINT,24.84908,89.37534
Saynot Traders,24.93424,89.34765
M/S Jerin Store,25.01663,89.31705
Ajija Homeo Hall,24.88908,89.36034
M/S Abedin Enterprise,24.88169,89.35375
Dui Vai Cosmetics,24.87972,89.35234
M/S Sojib Telecom And Electric House,24.78887,89.0539
M/S Hazrat Ali Telecom,24.90104,89.35636
Poly Pharmacy,24.82487,89.48958
MA COSMETICS,24.83282,89.26784
VAI VAI STORE,24.64496,89.25445
M/S Soriful Telecom,25.01522,89.31721
Mehedi Traders,24.83864,89.36856
Shohag Telecom And Mobile Servicing Center,24.85046,89.36655
Dui Vai Telecom,24.82487,89.48958
M/S Afiya Pharmacy,24.83282,89.26784
Sarker Traders,24.89493,89.45789
FATEMA ENTERPRISE,24.90104,89.35636
S I TRADING,24.90104,89.35636
T M S S Snackbar,24.9033,89.35556
A R Digital Printing And Computer,24.67073,89.4514
M/S Mukit Store,25.03653,89.49977
Akando Telecom Mobile Servicing Center,25.02865,89.45682
Hasan Computer,24.84578,89.36555
Aysha Telecom,24.83213,89.27856
M/S Salam Store,25.01663,89.31705
KATHA ENTERPRISE,24.90104,89.35636
Vai Boon Telecom,24.83437,89.07994
M/S Modina Electric Karkhana,24.83282,89.26784
Pranto Autoz,24.90104,89.35636
MOHAN COSMETICS,24.90104,89.35636
MS HIDOY JERIN MEDICAL STORE,24.8494,89.37297
Sohel Telecom,24.83282,89.26784
Shajib Shadhin Telecom,24.62992,89.43638
Wakil Traders,24.90104,89.35636
M/S Nur Fax And Bkash Point,24.85381,89.13507
Anondo Mike Service And Battery,24.62992,89.43638
M/S Vai Vai Jewelers,24.89493,89.45789
M/S Noyon Telecom,24.87972,89.35234
Master Pharmacy,24.82487,89.48958
Sarkar Medicine Corner,24.85961,89.40059
M S Suta Botam Ghor,28.7959,77.27682
M/S Dipto Traders,24.81893,89.50929
BHAI BHAI PHOTOSTAT,24.90104,89.35636
Modern Pharmecy,24.83282,89.26784
Shamim Store,24.95134,89.28414
M/S Fokir Foll Vander,24.67073,89.4514
Rahman Telecom Center,24.8494,89.37297
Shah Mokdhum R Traders,24.78355,89.47556
SARDAR TELECOM,24.83864,89.36856
M/S Bogra Machinerise And Parts,25.01663,89.31705
M/S Master Traders,24.62992,89.43638
RUBAL TELECOM,25.02918,89.49192
Vai Vai Traders,24.95134,89.28414
Ababil Telecom And Store,24.84322,89.40229
M/S Phone Fask,24.83697,88.99066
M/S Bismillah Photostat And Studio,24.65674,89.20574
S K Telecom,24.90104,89.35636
Pal Pharmacy,24.66948,89.45928
Shojon Store,24.84578,89.36555
Akhi Telecom,25.02865,89.45682
MAA MEDECINE CORNER,24.83945,89.37414
Arafat Traders,24.89493,89.45789
Shoriful Variety Store,24.83213,89.27856
M/S Bismillah Variety Store,24.88169,89.35375
Maa-Cycle Store,24.83629,89.37468
Maa Babar Doya,24.90104,89.35636
M/S ROHIMA TRADERS,24.84578,89.36555
Maa Confectionary And Doi Ghar,25.02865,89.45682
Shahjahan Cosmetics And Stationary,24.62992,89.43638
MITUL TELECOM AND STATIONERY,24.90104,89.35636
Moriom Pharmacy,24.62992,89.43638
NIVA MEDICAL STORE,24.83213,89.27856
ELAHI ENTERPRISE,24.90104,89.35636
M/S MAA TRADERS,25.01663,89.31705
Gofur Traders,24.82487,89.48958
M/S TOMA MOBILE CENTER,24.89536,89.15688
Anwar And Sons,24.88169,89.35375
SUMON STORE,24.90104,89.35636
M/S AGC TELECOM,25.01663,89.31705
MEEM STORE,24.84503,89.35765
M/S TANVHIR VARIETY STORE,24.90481,89.57493
M/S Maa Pharmacy,24.83282,89.26784
Monir Electronic And Cosmetics House,24.62992,89.43638
M/S Murad Enterprise,24.84576,89.35985
M/S Vai Vai Traders,24.78887,89.0539
M/S Rahim Traders,24.83282,89.26784
Mim Motors,24.90104,89.35636
M/S JAFOR PHARMACY,24.83282,89.26784
ARSHI VARIETY STORE,25.01663,89.31705
M/S Manob Kalyan Group,24.90104,89.35636
AKFA LEATHER,24.90104,89.35636
DARUD TAKWA TRADERS,24.83436,89.07993
Photo View,24.90104,89.35636
Nirob Store,25.03653,89.49977
M/S Mamun Telecom,25.01522,89.31721
MUKTIJODDHA DEPARTMENTAL STORE,24.90104,89.35636
Vai Vai Telecom,24.81893,89.50929
RUMANA ELECTRONICS,28.97932,77.4406
Bhowmick Telecom,24.85025,89.38241
NEW COLLECTION,28.70366,77.32233
SHAHIN PHARMACY,24.83282,89.26784
Touch Electronics,24.62992,89.43638
M/Stin Bon Verity Store,24.83282,89.26784
Sakibul Pharmacy And Telecom,22.44522,88.31504
M/S Akash Cosmetics,25.04064,89.35247
Juwel Variety Store,24.83282,89.26784
Mun Telecom,24.9033,89.35556
BISMILLAH PHONE FAX,24.79514,88.98423
MA TELECOM AND PHARMACY,24.90481,89.57493
Abdullah Variety Store,24.90104,89.35636
THREE STAR PHARMACY,24.90104,89.35636
ASIF STORE,24.77493,89.50187
Meheraj Telecom,25.01663,89.31705
UTSHOB TELECOM,26.92985,75.82756
M/S Siam Store,26.8178,86.6598
Sardar Traders,24.90104,89.35636
Ratan Electronics,24.81893,89.50929
RIFAT VARIETY STORE,24.83213,89.27856
Naib Electronics,24.90481,89.57493
Seba Pharmacy,24.88283,89.22208
Jonsheba Pharmacy,24.89493,89.45789
M/S Bondhu Store,24.73949,89.39739
SALIM TELECOM,24.73949,89.39739
Mamun Help Line,24.64496,89.25445
M/S Maksud Traders,24.90104,89.35636
Antor Telecom,24.62992,89.43638
M/S N S TRADERS,24.90104,89.35636
Naeem Arafat Londy,24.90104,89.35636
Maya Telecom,24.99516,89.28977
Ullas Bastra Bitan,26.5519,83.04965
Biplob Shopping Center,24.89493,89.45789
UDAYON STORE,24.64496,89.25445
Munna Electronics,24.89493,89.45789
BADSHA STORE,24.66526,89.4191
M/S Mostofa Telecom,24.82179,89.3635
M/S Mehedi Traders,25.15146,85.48728
S R COMPUTERS,24.90104,89.35636
Nifat Variety Store,24.84768,89.36508
Meheruba Store,24.88169,89.35375
M/S Sity Mobile Center,24.64953,89.25301
SHUVO TELECOM,24.90104,89.35636
KHAN ELECTRONICS,24.89536,89.15688
GALIB TELECOM,24.90104,89.35636
Tuba Telecom O Variety Store,24.92793,89.48412
Dablu Shoe Store,24.84525,89.51633
BONDU MOBILE CENTER,24.83401,89.46768
MS Bhai Bhai Store,24.90481,89.57493
Bhai Bon Telecom,25.02918,89.49192
M/S VAI VAI TRADERS,24.62992,89.43638
M/S SAGOR TELECOM,27.31054,80.98054
SANOWAR STORE,24.89493,89.45789
BONDHU STATIONARY STORE,24.90104,89.35636
Srishti Piyal Telecom,24.90481,89.57493
BIPLOB PHARMACY,24.92793,89.48412
Korno Borno Shoe Store,24.66948,89.45928
Rana Telecom,24.90104,89.35636
Maa Moni Mobile Center,24.90104,89.35636
M/S Mizan Store,24.90481,89.57493
Antor Store,24.73984,89.39747
Joyonto Digital Studio,24.89493,89.45789
Imran Telecom,25.01663,89.31705
N S Sonar Tori Enterprise,24.88169,89.35375
BAGURA COMPUTER LIBRARY,24.90104,89.35636
M/S Mehedi Hassan Sohag Traders,24.72303,89.5193
Sakib Departmental Store,24.89493,89.45789
Nur Traders,24.85025,89.38241
M/S Naufa Traders,25.01663,89.31705
Asha Telecom,24.64496,89.25445
Imdadul Telecom,25.01663,89.31705
Ss Medicine House,24.88169,89.35375
M/S Masud Computer,24.78887,89.0539
M/S ROKEY TRADERS,24.87711,89.43933
M/S MAYRI COSMETIC,24.62992,89.43638
ALIF TELECOM,24.90481,89.57493
ALVI STATIONARY AND COSMETICS CORNER,22.61267,88.03568
MAHI TELECOM,24.78355,89.47556
M/S Faruk Variety Store,25.01663,89.31705
M/S Mridula Krishi Bitan,24.88193,89.54883
M/S Ma Saical Store,25.01663,89.31705
Mim Medical Store,24.62992,89.43638
Nasima Variety Store,24.89493,89.45789
SINTHI MEDICAL STORE,24.90104,89.35636
Bandhan Traders,24.84578,89.36555
VAI VAI STORE,24.78887,89.0539
M/S Tonmoy Telecom,24.8516,89.37353
Ruhi Ruhani Enterprise,24.90481,89.57493
SKY LINK SAIBAR CAFE AND COMPUTER EDUCATIN,24.8494,89.37297
M/S Khan And Brothers,24.90481,89.57493
R K Library,24.83629,89.37468
Shopon Variety Store,24.90104,89.35636
Hasan Electronics,24.84525,89.51633
Dui Vai Computer And Telecom,24.92793,89.48412
M/S Maa Cosmetics And Electric,24.67073,89.4514
J R SPORTS,24.90481,89.57493
M/S PRIYOJON TELECOM,24.90481,89.57493
SINGER BANGLADESH LTD,24.85549,89.35676
Dipjol Enterprise,24.90104,89.35636
RIDOY ELECTRONICS,24.83282,89.26784
M/S SHEKH SADIA TRADERS,24.62992,89.43638
Tin Vai Telecom And Computers,24.89493,89.45789
Orko Enterprise,24.88848,89.35986
MIM VARIETY STORE,27.85573,79.91806
Mrinmoy Medical Store,24.90481,89.57493
MILON SUTA GHOR,24.90104,89.35636
Mintu Store,22.76716,88.26062
M/S Sin Telecom,24.90104,89.35636
SAJU TRADERS,24.90481,89.57493
M/S Star Light Traders,24.90104,89.35636
Mohin Store,24.86145,89.49583
Mou Medicine Corner,25.01522,89.31721
Bismillah Pharmacy And Fast Aid Center,24.83282,89.26784
M/S Lam Ya Traders,24.81372,89.07715
Nirob Telecom,24.89569,89.56766
Baba Mar Doa Variety Store,24.86145,89.49583
Jononi Medical Store,25.0237,89.43299
New Nur Traders,24.85025,89.38241
FARHAN DIGITAL STUDIO,25.05429,89.36858
N B Polli Phone,27.54778,79.68876
M/S Khaja Variety Store,24.90481,89.57493
Chanchal Variety Store,25.65754,89.36941
Borson Medicine And Sergical,24.94472,89.34687
Disha Store,24.84578,89.36555
M/S TAFSIR TRADERS,24.76864,89.34797
ALAM STORE,24.92534,89.34853
Rakib Corporation,24.90104,89.35636
M/S Ahnaf Variety Store,24.78887,89.0539
S R Mobile Center,24.83213,89.27856
Rafit Variety Store,25.01522,89.31721
M/S RASHED STORE,24.66449,89.24051
Digital Technology And Variety Store,24.77279,89.34887
Monir Telecom,24.89536,89.15688
MAYER DOA PHONE CENTER,24.89493,89.45789
N S Traders,27.31054,80.98054
Internet Galary And Telecom,27.85573,79.91806
M/S Sorowar Computer,24.89536,89.15688
RAZU VARIETY STORE,13.78607,4.04933
Vai Vai Mobile Servicing,24.86145,89.49583
Taj Cosmetic,24.88169,89.35375
TUTUL TELECOM,24.79514,88.98423
Dui Bon Telecom,24.89647,89.56767
M/S Baba Mobile Service And Photostat,24.90104,89.35636
Shoshi Big Bazar,24.88193,89.54883
Rafin Enterprise,24.90104,89.35636
Samiul Store,24.90104,89.35636
M/S MONDOL PHOLE BHANDAR,24.90104,89.35636
BHAI BHAI TELECOM,24.89493,89.45789
Saba Pharmacy,25.01522,89.31721
Mahi Telecom,24.84525,89.51633
Saba Studio,24.63346,89.43638
Masum Store,24.83282,89.26784
G M Computer Trainning Center,25.02284,89.43119
M/S SHAHJAHAN COSMETICS,24.64496,89.25445
Shamima Store,24.71143,89.59602
M/S Nayeem Computer,24.89536,89.15688
M/S BISMILLAH TELECOM HOUSE,24.77469,89.50231
NUSRAT STORE,24.89536,89.15688
J S Enterprise,24.85046,89.36655
Maa Computer,21.78239,92.03246
Ma Baba Computer Proshikkhon Center And Telecom,24.81893,89.50929
Rajjak Cloth Store,27.88459,79.91371
M/S AYESHA SIDDIKA TRADERS,24.64496,89.25445
Vege Tech,24.84283,89.37607
Maa Traders,24.95125,89.39907
Ma Moni Broiler And Poul Tries,24.83629,89.37468
Rajib Telecom,24.88848,89.35986
M/S Siam Telecom,24.87938,89.53115
KAMAL ELETRIC,24.78887,89.0539
Sabuj Nursery,24.93424,89.34765
Maa Stationaries And Telecom,25.01663,89.31705
M/S Anwar Store,24.83282,89.26784
M R Chaul Ghor,27.88667,79.91506
Vai Vai Computer Center,22.14044,88.391
SHAKIL STORE,24.89493,89.45789
M/S SHEBA TELECOM,22.65602,92.17475
M/S S S Store,24.89493,89.45789
Sumit Store,24.88169,89.35375
Byzid Store,24.90104,89.35636
Puratun Boey Gore,24.88169,89.35375
Katha Enterprise,24.86572,89.41873
Nahar Store,24.9033,89.35556
Tuhin Phone Fax,24.78887,89.0539
M/S BARIK ENTERPRISE,24.64496,89.25445
M/S M ENTERPRISE,24.83629,89.37468
M/S Vai Vai Traders,24.73984,89.39747
SHIMU STORE,24.84525,89.51633
M/S JISAN STORE,22.76185,88.26936
Sarker Telecom And Electronics,24.71143,89.59604
A B STORE,24.90104,89.35636
Rony Cosmetics And Variety Store,24.79826,89.21656
Khokhon Digital Studio And Stationary,24.62992,89.43638
M/S Abdullah Store,24.83282,89.26784
Tahsin Store,24.89093,89.57325
Rana Telecom,24.87972,89.35234
M/S Ziaur Traders,24.89536,89.15688
Shakib Confectionary And Departmental Store,24.78887,89.0539
Mondol Store,24.90481,89.57493
Suraiya Computer,24.90104,89.35636
Fair International,24.88169,89.35375
Rakib Medical Store,24.90481,89.57493
Ma Telecom,24.88169,89.35375
Apel Telecom,24.90481,89.57493
M/S Nahid Store,24.85046,89.36655
Raju Store,24.89493,89.45789
Rasidul General Store,24.90481,89.57493
M/S ZAKARIA TRADERS,24.62992,89.43638
Ashirbad Telecom,24.66908,89.46732
New Zannat Cosmetics,24.84015,89.43846
M/S Kuddus Store,27.72674,79.38636
M/S Bhai Bon Shotota Library,24.78887,89.0539
VAI BON TRADERS,24.89493,89.45789
AISHA COMPUTER AND PHOTOCOPY,24.90104,89.35636
Nur Alam Store,24.88169,89.35375
Beplub Telecom And Electronics,24.86145,89.49583
Ashik Telecom,24.87938,89.53115
R R Enterprise,24.89098,89.3494
MA BABAR DOA GENERAL STORE,24.78363,89.47467
VHAI VHAI TELECOM,24.85,89.3667
SHAMIM VARIETY STORE,24.78887,89.0539
M/S AHSAN ENTERPRISE,24.79514,88.98423
M/S MAA ENTERPRISE,24.73948,89.39739
Farhan Sadik Traders,24.90104,89.35636
MAA COSMETICS AND STATIONARY,24.83282,89.26784
Reyad Telecom,24.88169,89.35375
Ma Confectionary,24.95172,89.55471
M/S Dui Vai Telecom,25.01684,89.36899
M/S Abu Saied Chaul Koll,24.62992,89.43638
Jannat Telecom,24.95172,89.55471
Rubel Store,24.64496,89.25445
M/S Rehan Mobile Center,24.95188,89.40158
M/S Mahabub Store,25.01663,89.31705
Nafiz Electric,24.89536,89.15688
Maa Omla Electronics,24.66908,89.46732
M/S Nira And Shjib Traders And Variety Sotre,24.90104,89.35636
Soder Doptor 93 Sajoa Brigade,24.84578,89.36555
M/S Sohag Store,24.78887,89.0539
M/S Sumon Store,24.89536,89.15688
Habib Variety Store,24.66908,89.46732
HASAN STORE,24.90104,89.35636
Rahmot Traders,24.89493,89.45789
CHAN STORE,24.89536,89.15688
Hridoy Store,24.85025,89.38241
Mondol Crockeries Corner,24.83629,89.37468
DIPA ENTERPRISE,24.90104,89.35636
SOFIK TELECOM O BKASH,24.84015,89.43846
CHOICE TELECOM AND BOSTRO BITAN,24.73948,89.39739
Ayat Caul Ghor,24.90104,89.35636
Sifat Electronics And Telecom,24.89647,89.56767
Rashel Telecom,24.88193,89.54883
Jonani Telecom,24.663,89.42045
FARHAD TELECOM,24.78887,89.0539
S B Traders,24.62992,89.43638
M/S Toha Traders,24.64496,89.25445
Alif Gift Corner And Stationaries,24.62992,89.43638
M/S Mohsin Traders And Decoretor,24.77282,89.34888
MAA ENTERPRISE,24.62992,89.43638
Rajib Store,24.62992,89.43638
BABA MA TELECOM,24.88848,89.35986
Dui Vai Stationery And Book Depo,24.90481,89.57493
Mannan Telecom,24.90104,89.35636
AJAHER BAG HOUSE,24.90104,89.35636
Minoti Store,24.90104,89.35636
Risa Pharmacy,24.90104,89.35636
M/S NAYIM ENTERPRISE,24.90481,89.57493
Ittadi Store,24.84576,89.35985
Jahid Telecom,24.64496,89.25445
Manik Hotel,24.89493,89.45789
Asik Computer Photostat,24.88193,89.54883
M/S Baraka Traders,24.81372,89.07715
Mithun Cosmetics And Mobile Centre,25.05429,89.36858
Maa Cosmetics,24.64496,89.25445
Badsha Telecom,25.01753,89.55694
